Name;Phone;Email;City;Address;WorkingTime
На Дубровку+;;ozhegov15382240@yandex.ru;Санкт-Петербург и область;Набережная реки Пряжки, д. 5;
Манухова;;manuhova.marina@yandex.ru;Санкт-Петербург и область;ул. пр-кт Юрия Гагарина, д. 34/3к 1, офис 1;
ИП Куликов;;gieorg@yandex.ru;Санкт-Петербург и область;ул. Авиаконструкторов, д. 2, офис 308;
Фокус 2;;M-Taxi78@yandex.ru;Санкт-Петербург и область;ул. Тихая, 6;
А2 Парк;;info@a2corp.ru;Санкт-Петербург и область;"ул. Заозерная, 8, офис 100 ""б""";
Пиликуев А. Н.;;a999@rambler.ru;Санкт-Петербург и область;;
КЭТРИ СПБ;;katry74@yandex.ru;Санкт-Петербург и область;пр-т Маршала Жукова, д. 83к4;
Восход;;svarog1981@inbox.ru;Санкт-Петербург и область;пр-т Полюстровский, д. 28И, офис 12;
Егоров;;info@yandexspb.taxi;Санкт-Петербург и область;;
ВПК;;ok@vpk-taxi.ru;Санкт-Петербург и область;ул. Придорожная аллея, д. 18;
ИП Петров Алексей Александрович;;zam0k@rambler.ru;Санкт-Петербург и область;;
ИП Трухачёв;;pkl18@yandex.ru;Санкт-Петербург и область;ул. Ольминского, 9 пом. 4;
Главная Дорога;;taxi100981@yandex.ru;Санкт-Петербург и область;;
Шашечкин.рф;;skvct@yandex.ru;Санкт-Петербург и область;пл. Морской славы, д.1, офис 250;
Вертекс;;T3177117@yandex.ruм;Санкт-Петербург и область;ул. Тележная, д. 37 Литер Г 1-Н пом 38;
Галактика;;taxigalaktika@yandex.ru;Санкт-Петербург и область;;
Белое Такси;;Beloetaksi@mail.ru;Санкт-Петербург и область;Большой Сампсониевский пр-т, д.74;
ГольффАвто;;golff-service@yandex.ru;Санкт-Петербург и область;;
ПТС Альтернатива;;vinogradskaya24@yandex.ru;Санкт-Петербург и область;;
Энергия;;energia178@yandex.ru;Санкт-Петербург и область;Кондратьевский пр-т д.2к4, оф.422/12;
Серпантин;;alex2n@mail.ru;Санкт-Петербург и область;;
Индекс;;info.index53@yandex.ru;Санкт-Петербург и область;;
РИК;;lopsasha1406@yandex.ru;Санкт-Петербург и область;ул. Замшина, д.4;
ЭтоЯ.Такси;;dvfo-etoya.taxi@yandex.ru;Санкт-Петербург и область;;
РАПИД;;vanish88f@mail.ru;Санкт-Петербург и область;ул. Книпович, д. 9, офис 208;
Грант;;grant2608@yandex.ru;Санкт-Петербург и область;ул. Лабораторная, д. 14;
Хайп Такси;;transfirmus@yandex.ru;Санкт-Петербург и область;ул. Кузнецовская, 52 к 6.;
Такси Мини;;Aleksan.59@yandex.ru;Санкт-Петербург и область;;
ГРИН ЛАЙТ МОМЕНТУМ;;;Санкт-Петербург и область;;
Protaxist;;Taxistpro@yandex.ru;Санкт-Петербург и область;;
Тонкий лед (Санкт-Петербург);;spbtl.10.10@gmail.com;Санкт-Петербург и область;Московское шоссе,  д.42к2, офис 111.;
ИП Егоров Игорь Вадимович;;egorovspbyt@yandex.ru;Санкт-Петербург и область;ул. Ярослава Гашека, д. 4, корп. 3;
БИ-БИ Такси;;lebedevaluiza2011@yandex.ru;Санкт-Петербург и область;Пискарёвский пр-кт, д.25А;
ГК Партнер (ИП Рындухов А.В.);;89313292929@ya.ru;Санкт-Петербург и область;ул. Седова, д. 11А, 6 этаж, офис 629  БЦ Эврика;
ИП Шавель В.С;;92584@mail.ru;Санкт-Петербург и область;ул. Латышских Стрелков д.20;
ИНДИГО;;indigo.spb@bk.ru;Санкт-Петербург и область;;
"ООО ""Группа Компаний СтройТрансГрупп""";;gkstg23@yandex.ru;Санкт-Петербург и область;"Красногвардейский переулок, д.23 ""Е"", офис 213";
FasTaxi;;prak123@yandex.ru;Санкт-Петербург и область;Грузовой проезд, д. 13;
таксист.рф;;taxistrf@yandex.ru;Санкт-Петербург и область;;
Япрофи;;yaprofi-saratov@yandex.ru;Саратов и область;ул. Краевая 81, оф. 14;
02-15-02;;goptenkoyury@yandex.ru;Саратов и область;;
My Citi;;water-mir@yandex.ru;Саратов и область;г. Вольск ул. 1 мая д.1;
Спартак;;leha11.79@mail.ru;Саратов и область;;
Нэкст;;anton655-61@yandex.ru;Саратов и область;ул. Степана Разина 58 а;
Мотор Сити;;psp2063@yandex.ru;Саратов и область;;
Сапсан;;vayner80@yandex.ru;Саратов и область;;
БАРС-С;;gartaxi@yandex.ru;Саратов и область;ул. Лунная^ 46  оф.2;
ТРАНСФЕР;;zh-anvi@yandex.ru;Саратов и область;ул. Зенитная д.25;
ФартCar;;luckcar12@yandex.ru;Саратов и область;ул. Международная, 2а , офис 3;
Волга;;leo111284@yandex.ru;Саратов и область;;
СитиЛайф;;sitylife2018@yandex.ru;Саратов и область;;
Neo;;alexanderdonkin@yandex.ru;Саратов и область;;
Дальний Свет;;Pogrebnova2804@yandex.ru;Саратов и область;;
Апельсин;;apelsin-tti893654@yandex.ru;Тольятти;б-р Туполева, 12а, ТЦ «Вояж», оф. 242;
Next;;kalyanovaleksej@yandex.ru;Тольятти;;
VIP;;submission@yandex.ru;Тольятти;;
Форсаж;;;Тольятти;;
Форсаж;;forsazhtrans@yandex.ru;Тольятти;ул. Заставная 9А, оф. 108;
АВТО-ПАРТНЕР;;av-partners@yandex.ru;Тольятти;;
ТАКСИ ЧЕСТНОЕ;;truemirror@mail.ru;Тольятти;;
АвтоАльянс;;bardzimashvili.a@yandex.ua;Тольятти;;
Центр-Т;;Centr-T63@yandex.ru;Тольятти;;
Телепорт;;Frolovatlt65@yandex.ru;Тольятти;ул. Южное шоссе, д. 28с1;
Прайм;;Primetomsk@gmail.com;Томск и область;Чулымский тракт, 15с3;
Депутат и Ко;;refery-tomsk@mail.ru;Томск и область;;
Мираж;;MirageTomsk@yandex.ru;Томск и область;;
Барское такси;;BarskoeT@yandex.ru;Томск и область;Кирова пр-т, 22;
Статус-2т;;Rower555@mail.ru;Томск и область;ул. Говорова, д. 34;
Томич;;taxi.tomich@yandex.ru;Томск и область;пр-т Ленина, д.163;
Каприз;;olsevi4@yandex.ru;Томск и область;ул. Транспортная, д. 30;
ООО ПРОГРЕСС;;pashaeff@mail.ru;Томск и область;ул. Пушкина, 75;
LoGus;;mbk57@mail.ru;Тула и область;г. Орёл. ул. Кромской проезд, д.16;
АРГО;;pupik20012014@yandex.ru;Тула и область;ул.Рогожинская, 18, офис 145;
Престиж;;prestizzz@yandex.ru;Тула и область;;
Сокол;;cjrjk-71777morozov@ayndex.ru;Тула и область;;
Такси ФЕСТ;;an.romanenk0@yandex.ru;Тула и область;ул. Рогожинская, 18, оф. 146;
ИП Судоргин А.Н.;;sudorgin1095@yandex.ru;Тула и область;;
Такси Лайм;;Zolotoimost64@yandex.ru;Тула и область;г. Саратов, ул. Большая горная, 82а;
ЕДЕТTaxi;;edettaxi@yandex.ru;Тула и область;;
АртЛайн;;artlajn.pushkovartur@yandex.ru;Тула и область;;
Юрий Гагарин;;Gagarin-taxi@yandex.ru;Тула и область;;
ИП Портнягин;;Remus72@yandex.ru;Тюмень и область;ул.Шишкова д.6;
Регион 72;;teril21@yandex.ru;Тюмень и область;ул. 50 Лет Октября, 1а офис 210;
АМГ ТАКСИ ГОРОД;;amg.taxi.tumen@yandex.ru;Тюмень и область;ул.Новоибирская, 52;
ТРИУМФ;;;Тюмень и область;;
Ладья;;nat-bunyk@yandex.ru;Тюмень и область;;
Ренессанс;;yandex@taxitm.ru;Тюмень и область;;
Принцип;;taksopark72@gmail.com;Тюмень и область;ул. Камчатская, 194, оф. 204;
72 RUS;;;Тюмень и область;;
Сервис TAXI N1;;Parksuper@yandex.ru;Тюмень и область;;
Вежливые люди;;xrustalev.kostya@yandex.ru;Тюмень и область;ул. Тимуровцев, 1В;
72парк;;avtopark72@yandex.ru;Тюмень и область;ул. Коммунистическая, 70к3с6, офис 23.;
Галатея;;anashvab@yandex.ru;Тюмень и область;;
Кристалл;;Ooocrystal74@yandex.ru;Тюмень и область;;
Русь;;xim72@mail.ru;Тюмень и область;ул. Демьяна Бедног, д. 98к1;
Империя;;sergei001557@gmail.com;Тюмень и область;;
TMN Park;;novik849@yandex.ru;Тюмень и область;ул. Клары Цеткин, д. 29/5;
"такси ""Столица""";;alex.yablonskih2017@yandex.ru;Тюмень и область;;
Green-Auto;;green-auto@bk.ru;Тюмень и область;ул. Клары Цеткин, 61, корп. 3/8;
АМГ ТАКСИ ТЮМЕНЬ;;amg.taxi.tumen@yandex.ru;Тюмень и область;ул. Новосибирская, 52;
Немец;;chuprov1982@mail.ru;Тюмень и область;;
Бисмарк;;don.cuzn@yandex.ru;Ульяновск и область;ул. Октябрьская, д.51, стр. 3, офис 7 а;
Laif;;Taxi.laif757454@yandex.ru;Ульяновск и область;;
Партнер ИП АЛЕЕВ;;ulmarat@yandex.ru;Ульяновск и область;ул. Урицкого, д. 45, офис 16;
ООО ФОРСАЖ Астрахань;;Forsage73rds@yandex.ru;Ульяновск и область;;
Лучший;;katrinka15425393@yandex.ru;Ульяновск и область;;
Партнер+;;yataxi.p@yandex.ru;Ульяновск и область;ул. Локомотивная, 16, корпус 2, офис 302;
НашеТакси;;yandex969969@gmail.com;Ульяновск и область;ул.Юности, 2, стр.3, оф.2;
Таксосервис;;g-kuznesova@yandex.ru;Ульяновск и область;ул. Октябрьская, 51с3;
Первый Таксопарк;;1taxopark@mail.ru;Ульяновск и область;ул. Транспортная, 27а, каб.3;
Федеральный партнёр;;maksym.obukhov@yandex.ru;Уфа;ул. 1-ый Красногвардейский проезд, д. 15, 728 офис;
ИП Сабитов Т.Ф.;;Taxxi-Ufa@yandex.ru;Уфа;ул. Коммунистическая, д. 118/1, оф. 5;
Идеал-Авто;;a.valeev40443@gmail.com;Уфа;;
ТРЁШКА;;#N/A;Уфа;ул. 50 лет Октября, 15, офис 65.;
Офис102-центр;;job@office102.ru;Уфа;ул. Р. Зорге, 9/5, офис 102.;
Каретный двор;;karetnijdvor@yandex.ru;Уфа;;
Анхель;;Ruslan0287@mail.ru;Уфа;;
Современное такси;;spark.ignatiew2017@yandex.ru;Уфа;ул. Мира, 46;
ГАРАНТ;;tranzit-citi-taxi@yandex.ru;Уфа;ул. Менделеева, 137Б, 5 этаж, офис 502.;
sky;;sky_taxi_ufa@mail.ru;Уфа;ул. Парковая, 2, офис 1.;
ГосАвто;;Genko-93@yandex.ru;Уфа;;
Афарин;;soroka102rb@yandex.ru;Уфа;;
Бриллиант;;nikita_800@mail.ru;Уфа;;
Интеграл;;arzak85@yandex.ru;Уфа;ул.  Маршала Жукова, д. 22;
Лайм;;taxiservismeleuz@yandex.ru;Уфа;;
Гарант;;taxiya.garant@yandex.ru;Уфа;ул.Комсомольская, д.2;
Красный дракон;;reddragon110418@yandex.ru;Уфа;;
Аплюс;;Ayk102@yandex.ru;Уфа;ул. Лесотехникума, 15.;
УБГ.Такси;;ubgr.taxi@yandex.ru;Уфа;ул. Айская, д. 46, оф. 502;
Патриот;;patriot11326356-salavat@yandex.ru;Уфа;;
Ника;;m.aibulat102@yandex.ru;Уфа;ул. Академика Королева, д. 4, оф. 9;
РУМЕР;;rumer.taxi@yandex.ru;Уфа;ул.Революционная, д.154/1;
ULTRA;;faxriddinov0610@gmail.ru;Уфа;ул. Бакалинская, д. 25;
Город4212;;zaurmaksudov@yandex.ru;Хабаровск;ул. Краснореченская, 159а-101;
Парус;;zhidovcko2018@gmail.com;Хабаровск;ул. Мичурина, 7;
Константинова Анна Анатольевна;;s.s.kazakov@mail.ru;Хабаровск;пер. Промышленный, 2;
DIL;;dkorachaev@yandex.ru;Хабаровск;;
САМУРАЙ;;721127@bk.ru;Хабаровск;ул. Крещенская, 2/1;
АИС;;slava.van-chzhanshan@ya.ru;Хабаровск;ул. Краснореченская,139, офис 211;
Амур;;Lishik09@mail.ru;Хабаровск;;
GreenTaxi27;;greentaxi27@yandex.ru;Хабаровск;ул. Союзная, 23В;
Авангард;;legotinanton2017@yandex.ru;Челябинск и область;г. Копейск, ул. Кожевникова, 47, цокольный этаж.;
Счастливое время;;ayusupov74@yandex.ru;Челябинск и область;ул. 2-ой Северокрымский переулок, 10/1, офис 209;
ИП Погонялкин;;alaalexeev@yandex.ru;Челябинск и область;ул. Неглинная, 108;
Норма;;normataxi@yandex.ru;Челябинск и область;Университетская набережная, 66А, офис 5.;
All time;;All-time29@yandex.ru;Челябинск и область;ул. Косарева, 2А, 2 этаж;
Urban;;urban-chely@mail.ru;Челябинск и область;;
Пегас;;Alfa-grifon174@yandex.ru;Челябинск и область;ул. Рязанская, 14, офис 214.;
КРИСТАЛЛ;;kris-074@yandex.ru;Челябинск и область;;
Череповец;;economgazel@mail.ru;Челябинск и область;ул. Первомайская, 42, офис 1 , этаж 1;
Эксперт 74;;ekspert.74@yandex.ru;Челябинск и область;ул. Цинковая, 8, офис 213;
ИП Худяков Михаил Андреевич;;hydomiha@gmail.com;Челябинск и область;ул. 3 Интернационала, 90;
ИДЕАЛ;;shumakova.iryna@yandex.ru;Челябинск и область;ул. Салавата Юлаева, 29, помещение 203.;
ИП Кульбако;;vovus1979@yandex.ru;Челябинск и область;;
Алессио;;;Челябинск и область;пр-т Победы, 293;
Изумруд;;superior-taxi@yandex.ru;Челябинск и область;;
Ферлайн;;msp15142783@yandex.ru;Челябинск и область;ул. Каслинская, 3-414.;
Гараж;;pestovvaleri@yandex.ru;Челябинск и область;Копейское шоссе, 35Б, офис 213.;
ВИРАЖ74;;Chel.virag74@yandex.ru;Челябинск и область;2-ой Северо-Крымский переулок, 10/1, офис 201;
Альянс- Урал;;89127779944@mail.ru;Челябинск и область;;
skodnye;;skodnye@ya.ru;Челябинск и область;;
Пульс;;egorkakrasikov@yandex.ru;Челябинск и область;;
ТАКСИ.ru;;baevmarat2016@yandex.ru;Челябинск и область;;
Бромчики;;cheldrive@yandex.ru;Челябинск и область;ул. Косарева, 2, оф. 602;
ФАВОРИТ;;egor-novozhenov@mail.ru;Челябинск и область;пр-т Победы, 165, офис 100;
ТаксиТ;;taxit74@yandex.ru;Челябинск и область;;
ОПТИМА;;uberchel174@mail.ru;Челябинск и область;Ленина пр-т, 38;
Поехали;;aton.novoselsky@yandex.ru;Челябинск и область;г. Копейск, ул. Калинина, 7.;
In Time;;kstsb@mail.ru;Челябинск и область;ул. Грибоедова, 57А, офис 15;
Премиум;;aindrea.m@yandex.ru;Челябинск и область;Копейск, ул. Энергетиков, 5, офис №6;
Кондор;;taxiparkreal2@yandex.ru;Челябинск и область;;
Урал-М;;;Челябинск и область;;
Lemax;;lemax174@yandex.ru;Челябинск и область;;
Прокат Авто;;Miass-prokat@mail.ru;Челябинск и область;ул. Уральских Добровольцев, 8;
Мегаполис Челябинск;;Mega_7500000@mail.ru;Челябинск и область;пр-т Ленина, д. 23Б, офис 5;
TaxiparkDresden;;taxiparkdresden@yandex.ru;Челябинск и область;ул. Загородная, 12;
Мотор;;motor174as@mail.ru;Челябинск и область;;
Союз;;s2337778@yandex.ru;Челябинск и область;ул. 40-летия Октября, 19, оф. 1;
Императив;;tsilikova@list.ru;Челябинск и область;пр-кт Свердловский, 7А.;
Такси сити;;reef34@mail.ru;Челябинск и область;;
ИП Плетнев Михаил Александрович;;;Челябинск и область;ул. Цвиллинга, 57А;
Федеральное такси - Ярославль;;info@fedtaxi.ru;Ярославль и область;пр-кт Октября, 88В, офис 28.;
СаВа44;;harchinvasily@yandex.ru;Ярославль и область;ул. Ткачей, 7 (ТЦ «Галерея«), 2 этаж, оф.16;
Таксилайк;;taxilike76@yandex.ru;Ярославль и область;;
Автолайф-комфорт;;yar-nis@yandex.ru;Ярославль и область;ул. Республиканская, 112, офис №1;
ДарАвто;;VOLKOV.NIKOLA13@YANDEX.RU;Ярославль и область;ул. Флотская, 14;
Альфа;;rosatlastaxi@yandex.ru;Ярославль и область;Ленинградский пр-т, 27;
